,phrase,Y,Yhat (GPT4o),confidence
2362,see for all sides of the political spectrum,0.52778,0.5,0.8
2363,creep the living hell out of you,0.69444,0.2,0.8
2364,"fun , splashy and entertainingly nasty",0.80556,0.7,0.7999999999999999
2365,Amy 's O 's honesty,0.63889,0.7,0.7999999999999999
2366,"take centre screen ,",0.52778,0.5,0.8
2367,83 minute,0.63889,0.5,0.8
2368,one level or another,0.5,0.5,0.8
2369,never seen before,0.56944,0.5,0.8
2370,Jeunet,0.66667,0.5,0.8
2371,'s very much like life itself .,0.56944,0.5,0.8
2372,our seats,0.52778,0.5,0.8
2373,Graphic sex,0.52778,0.3,0.8
2374,writer-director 's,0.5,0.5,0.8
2375,Show me the mugging,0.61111,0.2,0.8
2376,show business,0.5,0.5,0.8
2377,"A full experience ,",0.625,0.7,0.7999999999999999
2378,"the way it fritters away its potentially interesting subject matter via a banal script ,",0.16667,0.2,0.8
2379,becomes a ravishing waif,0.43056,0.5,0.8
2380,idling in neutral,0.29167,0.3,0.8
2381,is likely to disappear as quickly as an ice cube thrown into a pot of boiling water,0.25,0.2,0.8
2382,exceptionally dark joke,0.55556,0.3,0.8
2383,larky chase movie,0.5,0.5,0.8
2384,hefty anti-establishment message,0.69444,0.3,0.8
2385,under-rehearsed and lifeless,0.16667,0.1,0.8
2386,"unexpected ways , touching",0.68056,0.7,0.7999999999999999
2387,"several cliched movie structures : the road movie , the coming-of-age movie",0.27778,0.3,0.8
2388,tolerance and,0.44444,0.5,0.8
2389,it has some problems,0.36111,0.3,0.8
2390,"The action switches between past and present ,",0.59722,0.4499999999999999,0.7
2391,Carvey 's rubber-face routine is no match for the insipid script he has crafted with Harris Goldberg .,0.16667,0.2,0.8
2392,perhaps unwittingly,0.34722,0.4,0.8
2393,"A thoughtful movie , a movie that is concerned with souls and risk and schemes and the consequences of one 's actions .",0.81944,0.8,0.7999999999999999
2394,Lilo '',0.5,0.5,0.8
2395,marks for political courage but barely gets by on its artistic merits .,0.47222,0.4,0.8
2396,provides an honest look at a community striving to anchor itself in new grounds,0.70833,0.7,0.7999999999999999
2397,folktales,0.5,0.5,0.8
2398,impeccable,0.83333,0.9,0.8
2399,a tattered and ugly past with rose-tinted glasses,0.27778,0.3,0.8
2400,Quick,0.5,0.5,0.8
2401,what saves lives on the freeway,0.47222,0.7,0.7999999999999999
2402,undone by Howard 's self-conscious attempts,0.38889,0.2,0.8
2403,"of time , money and celluloid",0.38889,0.3,0.8
2404,is n't enough clever innuendo to fil,0.34722,0.3,0.8
2405,English subtitles,0.5,0.5,0.8
2406,"It 's soulful and unslick , and that 's apparently just what ( Aniston ) has always needed to grow into a movie career",0.79167,0.7,0.7999999999999999
2407,película,0.5,0.5,0.8
2408,endure last summer,0.5,0.3,0.8
2409,"Sound the trumpets : For the first time since Desperately Seeking Susan , Madonna does n't suck as an actress .",0.75,0.4,0.8
2410,conclusion,0.5,0.5,0.8
2411,Plato who said,0.51389,0.5,0.8
2412,", because of its heightened , well-shaped dramas , twice as powerful",0.83333,0.7,0.7999999999999999
2413,play fine if the movie knew what to do with him,0.51389,0.4,0.8
2414,and he ca n't help throwing in a few of his own touches .,0.52778,0.4,0.8
2415,The Music . '',0.5,0.5,0.8
2416,it 's Forrest Gump,0.5,0.5,0.8
2417,"humans ,",0.48611,0.5,0.8
2418,Is this,0.56944,0.5,0.8
2419,warmly,0.61111,0.8,0.7999999999999999
2420,ultimate IMAX trip,0.81944,0.8,0.7999999999999999
2421,trenchant critique,0.5,0.3,0.8
2422,lyrics,0.51389,0.5,0.8
2423,round out the square edges,0.44444,0.4,0.8
2424,unbearable when it is n't merely offensive .,0.16667,0.2,0.8
2425,in the maze of modern life,0.5,0.4,0.8
2426,i . e . Peploe,0.5,0.5,0.8
2427,indispensable,0.68056,0.8,0.7999999999999999
2428,Broomfield has compelling new material,0.76389,0.8,0.7999999999999999
2429,"minded , wildlife",0.54167,0.5,0.8
2430,might sit through this summer that do not involve a dentist drill .,0.23611,0.3,0.8
2431,materials is as much fun as it must have been for them to make it,0.88889,0.5,0.8
2432,decides,0.625,0.5,0.8
2433,on and off,0.5,0.4,0.8
2434,his largely amateur cast,0.38889,0.3,0.8
2435,its hackneyed and meanspirited storyline with cardboard characters and performers who,0.11111,0.2,0.8
2436,just lazy,0.22222,0.2,0.8
2437,"is that for the most part , the film is deadly dull",0.13889,0.1,0.8
2438,the CIA and,0.5,0.5,0.6000000000000001
2439,FILM,0.5,0.5,0.8
2440,say it 's on par with the first one,0.69444,0.5,0.8
2441,is swamped by heavy-handed melodrama .,0.43056,0.2,0.8
2442,stream,0.5,0.5,0.8
2443,made without much thought,0.23611,0.3,0.8
2444,from both sides,0.5,0.5,0.8
2445,offend viewers not amused by the sick sense of humor,0.31944,0.2,0.8
2446,watching all this strutting,0.44444,0.3,0.8
2447,is NOT a retread of '' Dead Poets ' Society .,0.58333,0.4,0.8
2448,drugs,0.5,0.3,0.8
2449,want to live waydowntown,0.5,0.5,0.8
2450,documentaries ever .,0.5,0.4499999999999999,0.7
2451,it makes up for with its heart,0.69444,0.7,0.7999999999999999
2452,all you have left,0.5,0.3,0.8
2453,the miniseries,0.65278,0.5,0.8
2454,", determined",0.68056,0.5,0.8
2455,Not even,0.5,0.3,0.8
2456,fails to live up to the sum of its parts .,0.29167,0.2,0.8
2457,"It 's fun , but the code-talk will fly right over everyone 's head",0.5,0.4,0.8
2458,loud bangs,0.45833,0.3,0.8
2459,moaning,0.47222,0.3,0.8
2460,Silence,0.45833,0.5,0.8
2461,the execution,0.22222,0.3,0.8
2462,all-powerful,0.79167,0.5,0.8
2463,On its icy face,0.45833,0.3,0.8
2464,"It would be churlish to begrudge anyone for receiving whatever consolation that can be found in Dragonfly , yet it is impossible to find the film anything but appalling , shamelessly manipulative and contrived , and totally lacking in conviction .",0.13889,0.05,0.9
2465,realize they ca n't get no satisfaction without the latter,0.51389,0.3,0.8
2466,to films like Them,0.5,0.4,0.8
2467,spy-action,0.5,0.4,0.8
2468,noticeable lack,0.23611,0.2,0.8
2469,sincere and,0.52778,0.5,0.8
2470,", mostly wordless ethnographic extras",0.41667,0.3,0.8
2471,wo n't join the pantheon of great monster\/science fiction flicks that we have come to love,0.26389,0.3,0.8
2472,some intriguing questions about the difference between human and android life,0.625,0.5,0.8
2473,his fellow barbers,0.5,0.5,0.8
2474,is amusing for about three minutes,0.27778,0.3,0.8
2475,"Dreary ,",0.47222,0.2,0.8
2476,of New York locales and sharp writing,0.76389,0.7,0.7999999999999999
2477,thrills of early underground work .,0.69444,0.7,0.7999999999999999
2478,"a boring , sad man being boring and sad",0.16667,0.2,0.8
2479,male swingers in the Playboy era,0.5,0.4,0.8
2480,inhabitants,0.5,0.5,0.8
2481,the large cast,0.5,0.5,0.8
2482,to scare while we delight in the images,0.55556,0.3,0.8
2483,two hours .,0.5,0.5,0.8
2484,your dialogue is n't smart,0.16667,0.2,0.8
2485,"For all the wit and hoopla , Festival In Cannes offers rare insight into the structure of relationships .",0.69444,0.7,0.7999999999999999
2486,turns in a collectively stellar performance,0.91667,0.8500000000000001,0.9
2487,"video ,",0.5,0.5,0.8
2488,was air conditioning inside,0.5,0.4,0.8
2489,punctuated with graphic violence,0.40278,0.2,0.8
2490,modern context,0.5,0.5,0.8
2491,should appreciate its whimsical humor,0.81944,0.7,0.7999999999999999
2492,"is surprisingly brilliant ,",0.69444,0.8,0.7999999999999999
2493,the beheadings,0.5,0.05,0.9
2494,"Tony Gayton 's script does n't give us anything we have n't seen before , but director D.J. Caruso 's grimy visual veneer and Kilmer 's absorbing performance increase the gravitational pull considerably .",0.5,0.5,0.8
2495,too violent,0.22222,0.1,0.8
2496,hide the giant Achilles ' heel,0.45833,0.3,0.8
2497,"is much like the ethos of a stream of consciousness , although , it 's unfortunate for the viewer that the thoughts and reflections coming through are torpid and banal",0.13889,0.2,0.8
2498,"Not only is entry number twenty the worst of the Brosnan bunch , it 's one of the worst of the entire franchise .",0.083333,0.1,0.8
2499,see often enough these days,0.5,0.4,0.8
2500,"A very well-made , funny and entertaining picture .",0.97222,0.8500000000000001,0.9
2501,"payola , vice , murder , kids ' TV",0.45833,0.1,0.8
2502,"is the spontaneity , originality and delight",0.88889,0.8,0.7999999999999999
2503,I certainly ca n't recommend it,0.25,0.1,0.8
2504,"you places you have n't been ,",0.59722,0.4,0.8
2505,'re a Crocodile Hunter fan,0.5,0.5,0.8
2506,holds the screen like a true star .,0.73611,0.8,0.7999999999999999
2507,in heart,0.5,0.5,0.8
2508,circles,0.5,0.5,0.8
2509,"This is a good movie in spurts , but when it does n't work , it 's at important times",0.5,0.4,0.8
2510,Chan like a $ 99 bargain-basement special,0.38889,0.3,0.8
2511,explore its principal characters,0.5,0.5,0.8
2512,About Charlie,0.5,0.5,0.8
2513,affecting grace,0.41667,0.5,0.8
2514,from the romance,0.52778,0.5,0.8
2515,"The movie is silly beyond comprehension , and even if it were n't silly , it would still be beyond comprehension .",0.125,0.2,0.8
2516,"In trying to be daring and original , it comes off as only occasionally satirical and never fresh .",0.48611,0.3,0.8
2517,'s a pleasure when you do n't have to endure intermissions,0.70833,0.5,0.8
2518,a bloated,0.38889,0.2,0.8
2519,'s no surprise to see a world-class filmmaker like Zhang Yimou behind the camera for a yarn that 's ultimately rather inconsequential,0.30556,0.4,0.8
2520,rock pile,0.51389,0.4,0.8
2521,"Again swings between false sentiment and unfunny madcap comedy and , along the way , expects the audience to invest in the central relationship as some kind of marriage of true minds .",0.18056,0.3,0.8
2522,It still feels like a prison stretch .,0.30556,0.2,0.8
2523,multi-dimensional love story and sci-fi,0.79167,0.7,0.7999999999999999
2524,"crowd ,",0.5,0.5,0.8
2525,Wives,0.5,0.5,0.8
2526,the grim situation,0.38889,0.2,0.8
2527,no interesting concept,0.19444,0.2,0.8
2528,the novel charm that made Spy Kids a surprising winner with both adults and younger audiences,0.68056,0.8,0.7999999999999999
2529,archly,0.51389,0.4,0.8
2530,Every bit,0.52778,0.5,0.8
2531,some of the writers ' sporadic dips,0.40278,0.3,0.8
2532,impossible,0.16667,0.1,0.8
2533,Not a schlocky creature,0.56944,0.5,0.8
2534,( or be entertained by,0.54167,0.5,0.8
2535,"Boldly engineering a collision between tawdry B-movie flamboyance and grandiose spiritual anomie , Rose 's film , true to its source material , provides a tenacious demonstration of death as the great equalizer .",0.56944,0.4,0.8
2536,"a mouse , for cryin '",0.47222,0.3,0.8
2537,made literature literal,0.58333,0.4,0.8
2538,Does n't do more than expand a TV show to movie length . However,0.31944,0.3,0.8
2539,with some real shocks in store for unwary viewers .,0.68056,0.3,0.8
2540,", I 'll certainly be keeping an eye out for his next project",0.625,0.7,0.7999999999999999
2541,More than anything else,0.5,0.5,0.8
2542,"and , yes , most intimidating",0.51389,0.3,0.8
2543,win any awards in the plot department,0.58333,0.3,0.8
2544,Japanese names,0.5,0.5,0.8
2545,( but not sophomoric ),0.56944,0.5,0.8
2546,with a wonderful ensemble cast of characters that bring the routine day to day struggles of the working class to life,0.73611,0.8,0.7999999999999999
2547,a spiritual aspect,0.72222,0.55,0.7000000000000001
2548,educational antics,0.66667,0.4499999999999999,0.7
2549,Mr . Taylor,0.5,0.5,0.8
2550,Deserves a place of honor next to Nanook as a landmark in film history,0.91667,0.8500000000000001,0.9
2551,America 's skin-deep notions,0.63889,0.3,0.8
2552,the movie were n't as beautifully shaped and as delicately calibrated in tone as it is,0.45833,0.3,0.8
2553,Somehow Ms. Griffiths and Mr. Pryce bring off this wild Welsh whimsy .,0.61111,0.7,0.7999999999999999
2554,it had been only half-an-hour long or a TV special,0.38889,0.3,0.8
2555,Wilde into Austen,0.59722,0.5,0.8
2556,than most of the writing in the movie,0.44444,0.4,0.8
2557,careless and unfocused,0.18056,0.2,0.8
2558,a bland murder-on-campus yawner .,0.22222,0.2,0.8
2559,"It 's a lovely , eerie film that casts an odd , rapt spell .",0.81944,0.8,0.7999999999999999
2560,is best described as lukewarm .,0.27778,0.5,0.8
2561,A yarn that respects the Marvel version without becoming,0.76389,0.7,0.7999999999999999
2562,dynamics and,0.5,0.5,0.8
2563,"is popular and powerful in this high-tech age ,",0.80556,0.7,0.7999999999999999
2564,It 's hard to fairly judge a film like RINGU when you 've seen the remake first .,0.5,0.3,0.8
2565,remains mostly undeterminable,0.26389,0.4,0.8
2566,that much . Each scene immediately succumbs to gravity and plummets to earth,0.36111,0.2,0.8
2567,might have happened at Picpus,0.52778,0.4,0.8
2568,this wafer-thin movie,0.25,0.2,0.8
2569,so solidly connect with one demographic while,0.65278,0.4,0.8
2570,divining meaning,0.61111,0.4499999999999999,0.7
2571,make the cut of being placed on any list of favorites,0.54167,0.7,0.7999999999999999
2572,"can not disguise the slack complacency of ( Godard 's ) vision , any more than the gorgeous piano and strings on the soundtrack can drown out the tinny self-righteousness of his voice",0.26389,0.2,0.8
2573,mechanical .,0.44444,0.5,0.8
2574,"dark , gritty story",0.56944,0.3,0.8
2575,and gone civil again,0.5,0.3,0.8
2576,strange scenario,0.43056,0.4,0.8
2577,My response to the film is best described as lukewarm .,0.23611,0.4,0.8
2578,thanks to great performances,0.84722,0.8,0.7999999999999999
2579,the franchise,0.5,0.5,0.8
2580,Its spirit of iconoclastic abandon,0.375,0.5,0.8
2581,failure to construct a story with even a trace of dramatic interest,0.23611,0.1,0.8
2582,", credit for trying",0.625,0.5,0.8
2583,the experience of watching blobby old-school cgi animation in this superlarge format is just surreal enough to be diverting .,0.54167,0.6,0.8
2584,movies with the courage to go over the top and movies that do n't care about being stupid,0.68056,0.4,0.8
2585,will tempt those willing to probe its inscrutable mysteries,0.77778,0.5,0.8
2586,"We never feel anything for these characters , and as a result the film is basically just a curiosity",0.25,0.2,0.8
2587,Elegantly produced,0.875,0.8,0.7999999999999999
2588,not everyone,0.5,0.4,0.8
2589,it does not alienate either gender in the audience,0.65278,0.7,0.7999999999999999
2590,the 1970s,0.5,0.5,0.8
2591,'s about all it does well,0.375,0.2,0.8
2592,"yet , it still works .",0.70833,0.5,0.8
2593,drag two-thirds through,0.23611,0.3,0.8
2594,in Wilder 's,0.55556,0.4,0.8
2595,Warner Bros. giant Chuck Jones,0.56944,0.5,0.8
2596,general boorishness,0.31944,0.2,0.8
2597,"he has n't lost his touch , bringing off a superb performance in an admittedly middling film",0.77778,0.7,0.7999999999999999
2598,that could have only come from the pen of a screenwriter,0.51389,0.4,0.8
2599,are jarring and deeply out of place in what could,0.29167,0.2,0.8
2600,two last-place basketball,0.5,0.2,0.8
2601,"be a kid again , or show it to their own kids",0.61111,0.7,0.7999999999999999
2602,"Executed with such gentle but insistent sincerity , with such good humor and appreciation of the daily grind that only the most hardhearted Scrooge could fail to respond",0.72222,0.8,0.7999999999999999
2603,at putting you to sleep than a sound machine,0.375,0.3,0.8
2604,Chris Columbus,0.5,0.5,0.8
2605,Mad Love,0.55556,0.7,0.7999999999999999
2606,as visually bland as a dentist 's waiting room,0.20833,0.2,0.8
2607,for the day when godard can no longer handle the rigors of filmmaking,0.33333,0.2,0.8
2608,"are quite funny , but Jonah ... never shakes the oppressive , morally superior good-for-you quality that almost automatically accompanies didactic entertainment",0.41667,0.3,0.8
2609,"Wow , so who knew Charles Dickens could be so light-hearted ?",0.69444,0.8,0.7999999999999999
2610,terribly episodic,0.22222,0.2,0.8
2611,this grating showcase,0.47222,0.3,0.8
2612,"a truly , truly bad movie",0.0,0.1,0.8
2613,hear,0.5,0.5,0.8
2614,pitted against shimmering cinematography that lends the setting the ethereal beauty of an Asian landscape painting,0.76389,0.8,0.7999999999999999
2615,a fresh point,0.66667,0.5,0.8
2616,teary-eyed,0.59722,0.3,0.8
2617,instead gets ( sci-fi ) rehash,0.34722,0.3,0.8
2618,shout,0.54167,0.5,0.6000000000000001
2619,spits out Denzel Washington 's fine performance in the title role .,0.58333,0.3,0.8
2620,doing little,0.34722,0.4,0.8
2621,bills,0.61111,0.4,0.8
2622,the 21st Century 's new `` Conan,0.56944,0.5,0.8
2623,", and wall-to-wall toe-tapping music to paint a picture of a subculture that is at once exhilarating , silly , perverse , hopeful and always fun",0.59722,0.8,0.7999999999999999
2624,unrelentingly claustrophobic and,0.33333,0.2,0.8
2625,"this film , whose meaning and impact is sadly heightened by current world events",0.69444,0.3,0.8
2626,to impress about E . T,0.5,0.5,0.8
2627,quintessentially,0.58333,0.5,0.8
2628,Kenneth Williams,0.5,0.5,0.8
2629,", it feels more forced than usual .",0.29167,0.2,0.8
2630,that it would be sleazy and fun,0.48611,0.5,0.8
2631,"Deadeningly dull ,",0.097222,0.1,0.8
2632,"Miller . If I had been thinking about the visual medium , they would have been doing something wrong",0.34722,0.3,0.8
2633,Zhang ... has done an amazing job of getting realistic performances from his mainly nonprofessional cast .,0.625,0.8500000000000001,0.9
2634,"the specter of death , especially suicide",0.41667,0.1,0.8
2635,together frustrating,0.26389,0.3,0.8
2636,some solid performances and,0.75,0.7,0.7999999999999999
2637,into their very minds,0.5,0.4,0.8
2638,tried to improve things by making the movie go faster,0.47222,0.4499999999999999,0.7
2639,A case in point : Doug Pray 's Scratch .,0.5,0.5,0.8
2640,"Sounding like Arnold Schwarzenegger ,",0.5,0.5,0.8
2641,everyone in my group extemporaneously,0.54167,0.5,0.8
2642,speak for it while it forces you to ponder anew what a movie can be,0.70833,0.7,0.7999999999999999
2643,the balm of right-thinking ideology,0.44444,0.5,0.8
2644,charmless nonsense ensues,0.34722,0.1,0.8
2645,lively and enjoyable adventure,0.90278,0.8500000000000001,0.9
2646,who sees this mishmash,0.33333,0.3,0.8
2647,Nothing more than a widget cranked out on an assembly line to see if stupid Americans will get a kick out of goofy Brits with cute accents performing ages-old slapstick and unfunny tricks .,0.30556,0.1,0.8
2648,", they would have been doing something wrong",0.34722,0.2,0.8
2649,his death,0.5,0.1,0.8
2650,"For a movie audience , The Hours does n't connect in a neat way , but introduces characters who illuminate mysteries of sex , duty and love .",0.55556,0.4,0.8
2651,"as simultaneously funny , offbeat and heartwarming",0.83333,0.8,0.7999999999999999
2652,from one of French cinema 's master craftsmen,0.68056,0.7,0.7999999999999999
2653,1983 's Koyaanisqatsi,0.5,0.5,0.8
2654,familiar,0.52778,0.5,0.8
2655,the series you 'll love it and probably want to see it twice .,0.81944,0.8500000000000001,0.9
2656,"stroked , luridly coloured , uni-dimensional nonsense machine that strokes the eyeballs while it evaporates like so much crypt mist in the brain .",0.11111,0.2,0.8
2657,Possession is Elizabeth Barrett Browning meets Nancy Drew,0.52778,0.5,0.8
2658,any arguments one way or the other,0.58333,0.4,0.8
2659,randy,0.56944,0.5,0.8
2660,a tone-deaf singer,0.36111,0.2,0.8
2661,director George Clooney,0.5,0.55,0.7000000000000001
2662,Shallow,0.38889,0.3,0.8
2663,"loss , anger , greed , jealousy , sickness and love",0.33333,0.3,0.8
2664,One key problem with these ardently Christian storylines is that there is never any question of how things will turn out .,0.36111,0.3,0.8
2665,rhythms,0.5,0.5,0.8
2666,'s touching and tender and,0.76389,0.8,0.7999999999999999
2667,insufficiently,0.31944,0.2,0.8
2668,"made before , like beau travil and nenette et boni , could prepare us for this gory , perverted , sex-soaked riff on the cannibal genre",0.36111,0.3,0.8
2669,a genuine dramatic impact,0.68056,0.7,0.7999999999999999
2670,have a novel thought in his head,0.51389,0.5,0.8
2671,# 133,0.5,0.5,0.8
2672,dramatic scenes,0.51389,0.5,0.6000000000000001
2673,Twenty-three movies,0.45833,0.5,0.8
2674,flailing bodily movements,0.5,0.2,0.8
2675,of Monsoon Wedding,0.44444,0.5,0.8
2676,"defined ,",0.63889,0.5,0.8
2677,feeling and,0.54167,0.5,0.8
2678,"is something in Full Frontal , I guess , about artifice and acting and how it distorts reality for people who make movies and watch them",0.45833,0.4,0.8
2679,holding Equilibrium,0.51389,0.5,0.8
2680,borderline insulting,0.25,0.2,0.8
2681,"is an amusing joy ride ,",0.77778,0.8,0.7999999999999999
2682,funny . And for all the wrong reasons,0.33333,0.3,0.8
2683,pointedly,0.47222,0.4,0.8
2684,is surely what they 'd look like,0.55556,0.4,0.8
2685,flawed but engrossing thriller,0.56944,0.5,0.8
2686,self-satisfaction,0.56944,0.7,0.7999999999999999
2687,"to worry about being subjected to farts , urine , feces , semen , or any of the other foul substances",0.27778,0.1,0.8
2688,made with careful attention to detail,0.83333,0.8,0.7999999999999999
2689,"As a science fiction movie , `` Minority Report '' astounds .",0.90278,0.8,0.7999999999999999
2690,"is n't laughing with us , folks",0.41667,0.2,0.8
2691,"Crackerjack entertainment -- nonstop romance , music , suspense and action .",1.0,0.8500000000000001,0.9
2692,need the company of others,0.5,0.5,0.8
2693,"to that elusive , lovely place",0.73611,0.7,0.7999999999999999
2694,welcome or accept The Trials of Henry Kissinger as faithful portraiture,0.61111,0.3,0.8
2695,How about starting with a more original story instead of just slapping extreme humor and gross-out gags on top of the same old crap ?,0.44444,0.2,0.8
2696,hit-or-miss aesthetic,0.38889,0.4499999999999999,0.7
2697,a footnote,0.5,0.5,0.8
2698,meatier,0.5,0.5,0.8
2699,had just gone that one step further,0.54167,0.4,0.8
2700,apparent audience,0.5,0.4499999999999999,0.7
2701,"I think it was Plato who said , ' I think , therefore I know better than to rush to the theatre for this one",0.13889,0.3,0.8
2702,Disaster,0.29167,0.1,0.8
2703,Delight your senses,0.73611,0.8,0.7999999999999999
2704,A subtle variation on I Spit On Your Grave in which our purported heroine pathologically avenges a hatred for men .,0.44444,0.2,0.8
2705,blended satire,0.5,0.5,0.6000000000000001
2706,the last days,0.375,0.3,0.8
2707,", the film gets great laughs , but never at the expense of its characters",0.80556,0.8,0.7999999999999999
2708,"Some of it is clever , but",0.66667,0.4,0.8
2709,something vital about the movie,0.72222,0.5,0.8
2710,remembered only as an afterthought,0.45833,0.2,0.8
2711,"One of those staggeringly well-produced ,",0.81944,0.7,0.7999999999999999
2712,"giving the whole thing a dirty , tasteless feel",0.31944,0.1,0.8
2713,to triumphantly sermonize,0.61111,0.7,0.7999999999999999
2714,"Muccino seems to be exploring the idea of why human beings long for what they do n't have , and how this gets us in trouble . But even while his characters are acting horribly , he is always sympathetic .",0.59722,0.5,0.8
2715,that stuff,0.5,0.5,0.6000000000000001
2716,"... the one thing this Wild film has that other Imax films do n't : chimps , lots of chimps , all blown up to the size of a house .",0.54167,0.7,0.7999999999999999
2717,is much more terrifying than what you do,0.25,0.2,0.8
2718,at the binds of a small family,0.43056,0.4,0.8
2719,also has humor and heart and very talented young actors,0.75,0.8,0.7999999999999999
2720,a derivative collection of horror and sci-fi cliches .,0.54167,0.2,0.8
2721,still,0.5,0.5,0.8
2722,a good name for a movie,0.63889,0.7,0.7999999999999999
2723,the stunt work is top-notch ; the dialogue and drama often food-spittingly funny .,0.84722,0.8,0.7999999999999999
2724,from his fun friendly demeanor in exchange for a darker unnerving role,0.65278,0.3,0.8
2725,a challenge and a punishment,0.47222,0.2,0.8
2726,from perfect,0.625,0.8,0.7999999999999999
2727,miraculously unsentimental comedy-drama,0.61111,0.5,0.8
2728,a husband,0.5,0.5,0.8
2729,Emperor 's,0.5,0.4,0.8
2730,"among American action-adventure buffs , but the film 's interests",0.55556,0.4,0.8
2731,up a storm as a fringe feminist conspiracy theorist named Dirty Dick,0.36111,0.2,0.8
2732,"Brosnan a la cabeza , pero de que entretiene ni duda cabe",0.5,0.7,0.7999999999999999
2733,Burning Man ethos,0.51389,0.55,0.7000000000000001
2734,Less than fresh .,0.27778,0.2,0.8
2735,millisecond,0.5,0.5,0.8
2736,"has a bright , chipper style that keeps things moving , while never quite managing to connect her wish-fulfilling characters to the human race",0.625,0.5,0.8
2737,sentimentality and,0.5,0.4,0.8
2738,frustrated maniac,0.16667,0.2,0.8
2739,self-delusion,0.51389,0.2,0.8
2740,they will have a showdown,0.63889,0.4,0.8
2741,witherspoon 's talents,0.65278,0.7,0.7999999999999999
2742,front of your eyes,0.51389,0.5,0.8
2743,This movie has a strong message about never giving up on a loved one,0.65278,0.8,0.7999999999999999
2744,masterfully calibrated psychological thriller,0.70833,0.8,0.7999999999999999
2745,a fine-looking,0.68056,0.7,0.7999999999999999
2746,of pretty and weightless intellectual entertainment,0.56944,0.5,0.8
2747,Clara,0.5,0.5,0.8
2748,whose emotional,0.56944,0.4,0.8
2749,", with a village idiot as the 007 clone",0.30556,0.2,0.8
2750,the wounds,0.5,0.2,0.8
2751,thousand-times -,0.44444,0.4,0.8
2752,compelling dramatic,0.69444,0.7,0.7999999999999999
2753,does n't clue you in that something 's horribly wrong,0.36111,0.1,0.8
2754,humidity,0.48611,0.5,0.8
2755,why not,0.47222,0.5,0.8
2756,possibly fictionalize and be believed,0.45833,0.3,0.8
2757,obnoxious and,0.34722,0.2,0.8
2758,message-movie,0.5,0.4,0.8
2759,"Lyne 's latest ,",0.5,0.5,0.8
2760,the market or a costly divorce,0.5,0.2,0.8
2761,time-killer,0.41667,0.3,0.8
2762,Trying to make head or tail of the story in the hip-hop indie Snipes is enough to give you brain strain,0.30556,0.2,0.8
2763,may ask,0.5,0.5,0.8
2764,hollow,0.25,0.4,0.8
2765,parent,0.5,0.5,0.8
2766,"Despite terrific special effects and funnier gags , Harry Potter and the Chamber of Secrets finds a way to make J.K. Rowling 's marvelous series into a deadly bore .",0.18056,0.2,0.8
2767,A difficult but worthy film that bites off more than it can chew by linking the massacre of Armenians in 1915 with some difficult relationships in the present .,0.56944,0.4,0.8
2768,is such a mesmerizing one,0.73611,0.8,0.7999999999999999
2769,the compendium,0.55556,0.5,0.8
2770,a hat-in-hand approach,0.47222,0.3,0.8
2771,"By turns pretentious , fascinating , ludicrous , provocative and vainglorious .",0.72222,0.4,0.8
2772,Gayton 's,0.5,0.5,0.8
2773,a mesmerizing performance as a full-fledged sex addict,0.73611,0.7,0.7999999999999999
2774,", it is clearly a good thing .",0.80556,0.8,0.7999999999999999
2775,"farts , urine , feces",0.27778,0.1,0.8
2776,( though no less horrifying for it ),0.56944,0.2,0.8
2777,gives these women a forum to demonstrate their acting ` chops ',0.625,0.7,0.7999999999999999
2778,own ingredients,0.56944,0.5,0.8
2779,"could have easily become a cold , calculated exercise in postmodern pastiche winds up a powerful and deeply moving example of melodramatic moviemaking .",0.70833,0.8,0.7999999999999999
2780,An immensely entertaining look at some of the unsung heroes of 20th century pop music .,0.84722,0.8,0.7999999999999999
2781,"first-class , natural acting and a look at `` the real Americans ''",0.77778,0.8,0.7999999999999999
2782,Crit,0.5,0.3,0.8
2783,exhilaration,0.59722,0.8500000000000001,0.9
2784,"a curiously stylized , quasi-Shakespearean portrait of pure misogynist evil",0.61111,0.3,0.8
2785,into a deadly bore,0.069444,0.1,0.8
2786,"Seagal , who looks more like Danny Aiello these days ,",0.47222,0.3,0.8
2787,'s as sorry,0.41667,0.3,0.8
2788,to have decades of life,0.66667,0.7,0.7999999999999999
2789,look and,0.51389,0.5,0.8
2790,Willis 's,0.5,0.5,0.8
2791,show how its done,0.73611,0.7,0.7999999999999999
2792,"to several greek-american weddings -- but , happily",0.68056,0.7,0.7999999999999999
2793,that Ayurveda works .,0.55556,0.7,0.7999999999999999
2794,a heart and a mind,0.52778,0.5,0.8
2795,", strange reading",0.375,0.3,0.8
2796,its straight-ahead approach,0.61111,0.5,0.8
2797,", fireballs and revenge",0.375,0.2,0.8
2798,as imaginative as one might have hoped,0.75,0.4,0.8
2799,no apparent reason except,0.375,0.3,0.8
2800,"longs to frisk through the back alleys of history , but",0.56944,0.4,0.8
2801,"all , Brown Sugar",0.5,0.5,0.8
2802,care for its decrepit freaks beyond the promise of a reprieve from their incessant whining,0.20833,0.2,0.8
2803,most demented,0.33333,0.1,0.8
2804,"for kids , Spirit",0.66667,0.5,0.8
2805,trash War,0.44444,0.1,0.8
2806,hooters,0.58333,0.5,0.6000000000000001
2807,have n't seen on the big screen before,0.61111,0.4,0.8
